2;2;4;5180;5;518;流水回廊;69570030;69570031;0;0;0;0;0;0;0;0
2;2;5;376;3;1017;艾乌加蒙剧场;8630080;8630081;94;0;0;0;0;0;0;0
2;2;5;375;3;1018;深渊之镜;8630080;8630081;93;0;0;0;0;0;0;0
2;2;5;8970;3;897;普洛菲司台;8630078;8630079;89;8710021;8;8719900;6;8710000;3;900000000
2;2;5;8960;3;896;霍普占卜室;8630078;8630079;88;8710021;6;8719900;6;8710000;2;1500000000
2;2;5;373;3;1014;卡伊洛斯的时间;8630076;8630077;87;8710020;6;8719900;9;8710000;3;1250000000
1;24;6;372;3;1015;克洛诺斯的时间;0;0;0;0;0;0;0;0;0;0
2;2;5;370;3;1008;炼狱阿兹雷尔;8630074;8630075;86;8710019;8;8719900;6;8710000;3;1500000000
2;2;5;369;3;1009;巴尼塔斯;8630074;8630075;85;8710019;6;8719900;6;8710000;2;1150000000
2;2;5;8930;3;893;哈姆克公爵府;8630072;8630073;84;8710018;12;8719900;9;8710000;3;1500000000
2;2;5;8920;3;892;圣字教堂;8630072;8630073;83;8710018;6;8719900;6;8710000;2;1500000000
2;2;5;366;3;499;阿科洛之棺;8630070;8630071;82;8710017;6;8719900;9;8710000;3;1500000000
2;2;5;361;3;491;回声泉;8630068;8630069;81;8710016;8;8719900;6;8710000;3;1200000000
2;2;4;374;3;1016;未知森林;8630076;8630077;0;0;0;0;0;0;0;0
1;24;6;365;3;494;心脏的记忆;0;0;0;0;0;0;0;0;0;0
2;2;5;360;3;492;冰狱;8630068;8630069;80;8710016;6;8719900;6;8710000;2;1000000000
2;2;5;350;3;472;希列;8630066;8630067;78;8710015;6;8719900;6;8710000;2;1000000000
2;2;5;351;3;470;盟约圣地;8630066;8630067;79;8710015;8;8719900;6;8710000;3;800000000
1;24;6;352;3;469;龙猫妹妹庭院;0;0;0;0;0;0;0;0;0;0
2;2;4;8880;3;888;傀儡牢狱;8630036;8630037;92;8710000;3;8719900;6;0;0;1500000000
2;2;5;348;3;460;幻之摇篮;8630064;8630065;73;8710014;6;8719900;6;8710000;2;600000000
2;2;5;349;3;461;玫瑰庭院;8630064;8630065;74;8710014;8;8719900;6;8710000;3;800000000
0;3;3;8620000;0;1133;证明之塔;0;0;0;0;0;0;0;0;0;0
0;2;4;8850;3;885;八卦阵赛场;8630036;8630037;90;8710000;3;8719900;6;0;0;1500000000
2;3;4;8860;3;886;武林大会;8630036;8630037;91;8710000;3;8719900;6;0;0;1000000000
2;2;5;345;3;456;虚无之星;8630062;8630063;71;8710013;6;8719900;6;8710000;2;900000000
2;2;5;346;3;457;忘却湖畔;8630062;8630063;72;8710013;8;8719900;6;8710000;3;1080000000
2;2;5;338;3;441;魔力防空洞;8630060;8630061;68;8710012;6;8719900;6;8710000;2;800000000
2;2;5;8760;3;876;山海归墟;8630036;8630037;70;8710011;4;8719900;6;8710000;3;900000000
1;24;6;329;3;432;魔法学院主楼;0;0;0;0;0;0;0;0;0;0
2;2;4;8830;3;883;卡夫卡剧场;69570030;69570031;0;0;0;0;0;0;0;0
2;2;5;337;3;443;梦境奥涅伊鲁;8630060;8630061;69;8710012;8;8719900;6;8710000;3;960000000
2;2;5;87100;3;871;神笔画卷;8630036;8630037;67;8710011;4;8719900;6;8710000;3;750000000
2;2;5;324;3;418;神树拉菲尔;8630034;8630035;66;8710010;8;8719900;6;8710000;3;900000000
2;2;5;325;3;416;龙之峡谷;8630034;8630035;65;8710010;6;8719900;6;8710000;2;750000000
1;24;6;310;3;414;怪物树山山谷;0;0;0;0;0;0;0;0;0;0
2;2;5;306;3;408;奈落之屋;8630032;8630033;62;8710008;8;8719900;6;8710000;3;600000000
2;2;5;305;3;406;超能者纪念馆;8630032;8630033;61;8710008;6;8719900;6;8710000;2;500000000
1;24;6;271;3;352;扭曲的世界树;0;0;0;0;0;0;0;0;0;0
1;24;6;69700;3;697;阿尔福那酒店;0;0;0;0;0;0;0;0;0;0
2;2;5;69900;3;699;水下培养皿;69570030;69570031;64;8710009;6;8719900;9;8710000;3;750000000
2;2;5;69600;3;696;燥热键盘;69570030;69570031;63;8710009;6;8719900;6;8710000;2;500000000
2;2;5;298;3;384;冰封雪域;8630028;8630029;59;8710006;8;8719900;6;8710000;3;1200000000
2;2;5;297;3;387;混沌峡谷;8630028;8630029;58;8710006;12;8719900;6;8710000;1;1500000000
2;2;5;290;3;377;幻影毒雾沼泽;8630024;8630025;57;8710005;12;8719900;9;8710000;3;1000000000
2;2;5;289;3;379;浮游岛;8630024;8630025;56;8710005;6;8719900;6;8710000;2;1000000000
2;2;5;283;30;369;宝石丛林;0;0;55;8710004;6;8719900;9;8710000;3;1000000000
1;24;6;282;3;371;瀑布丛林;0;0;0;0;0;0;0;0;0;0
2;2;4;19866;3;902;无尽迷失者：精神交错;8630026;8630027;53;8710003;12;8719900;9;8710000;3;100000000
2;2;4;19868;3;901;神庙探索者：腐化核心;8630026;8630027;54;8710003;12;8719900;9;8710000;3;100000000
2;2;5;274;3;357;太阳神地下祭坛;8630020;8630021;50;8710002;8;8719900;6;8710000;3;450000000
2;2;4;278;3;904;地城追猎者：蚁穴迷踪;8630026;8630027;52;8710003;12;8719900;9;8710000;3;100000000
2;2;4;277;3;905;宇宙开拓者：星际银河;8630026;8630027;51;8710003;12;8719900;9;8710000;3;100000000
1;24;6;269;3;350;巧克力花园;0;0;0;0;0;0;0;0;0;0
2;2;5;273;3;356;太阳宫殿;8630020;8630021;49;8710002;6;8719900;6;8710000;2;600000000
2;2;5;272;3;351;矮人飞艇;0;0;48;8710002;10;8719900;5;8710000;1;640000000
2;2;5;303;3;389;阿玛伦宝库;8630030;8630031;60;8710007;6;8719900;3;8710000;1;1000000000
1;24;6;302;3;390;拉之城墙;0;0;0;0;0;0;0;0;0;0
1;24;6;257;3;337;欧若拉庭院;0;0;0;0;0;0;0;0;0;0
2;2;5;285;3;372;春植岛纪念馆;0;0;0;0;0;0;0;0;0;0
2;2;5;265;3;345;神秘殿堂;8630018;8630019;45;8710001;2;8719900;2;8710000;2;120000000
2;2;5;266;3;343;恶魔峡谷;8630018;8630019;46;8710001;2;8719900;2;8710000;2;120000000
1;24;3;201101;1;869;星之伊甸;0;0;0;0;0;0;0;0;0;0
2;2;5;268;3;349;神圣教堂;8630018;8630019;47;8710001;4;8719900;3;8710000;3;150000000
0;2;2;259;5;340;魔石实验室;0;0;44;0;0;0;0;0;0;200000000
0;2;2;256;5;334;破坏之城;0;0;43;0;0;0;0;0;0;200000000
0;2;2;255;5;332;隐藏的洞穴;0;0;42;0;0;0;0;0;0;150000000
0;2;2;201;5;324;龙皇殿;0;0;41;0;0;0;0;0;0;150000000
0;2;2;200;5;323;月华苑;0;0;40;0;0;0;0;0;0;120000000
0;2;4;90069;5;966;镜中世界，BOSS大集合;0;0;0;0;0;0;0;0;0;0
1;24;6;328;3;431;魔法修炼馆;0;0;0;0;0;0;0;0;0;0
0;2;2;284;6;374;冰激凌庭院;0;0;0;0;0;0;0;0;0;0
0;2;3;37161;0;161;斗兽场 英雄战场;0;0;0;0;0;0;0;0;0;0
0;2;3;191;5;310;索拉城斗兽场;0;0;38;0;0;0;0;0;0;200000000
0;2;2;96107;5;586;影子之书;0;0;39;0;0;0;0;0;0;100000000
0;2;2;435;5;693;神秘的迷宫教室入口;0;0;37;0;0;0;0;0;0;200000000
1;24;6;258;3;341;里维拉市政府;0;0;0;0;0;0;0;0;0;0
0;2;2;155;5;283;世界之树;0;0;36;0;0;0;0;0;0;200000000
0;2;2;96106;5;843;路德维希大峡谷;0;0;32;0;0;0;0;0;0;60000000
0;2;2;19865;5;865;流体实验室;0;0;30;0;0;0;0;0;0;75000000
0;2;2;95800;5;833;记忆深谷;0;0;29;0;0;0;0;0;0;60000000
0;2;2;159;5;273;梦之路;0;0;35;0;0;0;0;0;0;100000000
0;2;2;158;5;272;月之路;0;0;34;0;0;0;0;0;0;75000000
0;2;2;157;5;271;花之路;0;0;33;0;0;0;0;0;0;60000000
0;2;2;772;5;669;秘密实验室;0;0;28;0;0;0;0;0;0;60000000
0;2;3;37160;0;160;斗兽场 高级战场;0;0;0;0;0;0;0;0;0;0
0;2;2;19867;5;867;腐化之眼;0;0;31;0;0;0;0;0;0;75000000
0;2;2;94901;5;830;幻想梦境;0;0;0;0;0;0;0;0;0;0
0;2;2;144;5;231;燃烧丛林;0;0;27;0;0;0;0;0;0;80000000
1;24;6;156;3;285;地铁中枢;0;0;0;0;0;0;0;0;0;0
0;2;2;82800;5;828;海嘉尔大桥;0;0;26;0;0;0;0;0;0;30000000
0;2;2;98530;5;330;梦幻图书馆;0;0;25;0;0;0;0;0;0;30000000
0;3;2;186;5;585;吉恩蒂亚仓库;0;0;0;0;0;0;0;0;0;0
1;24;6;276;3;362;夕阳森林;0;0;0;0;0;0;0;0;0;0
0;2;2;745;5;931;天空之城;0;0;24;0;0;0;0;0;0;15000000
0;2;2;747;5;936;空中战场;0;0;0;0;0;0;0;0;0;0
0;2;2;123;5;206;虎狼寺;0;0;0;0;0;0;0;0;0;0
0;2;2;32601;5;326;迷之仓库;0;0;23;0;0;0;0;0;0;20000000
0;2;2;152;5;255;餐厅大乱斗;0;0;0;0;0;0;0;0;0;0
0;2;2;98501;5;293;白色平原;0;0;22;0;0;0;0;0;0;200000000
0;2;2;37;5;116;蛤蟆谷;0;0;0;0;0;0;0;0;0;0
0;2;2;36;5;115;蛤蟆洞穴;0;0;0;0;0;0;0;0;0;0
0;2;2;98502;5;54;肚子密室;0;0;0;0;0;0;0;0;0;0
0;2;2;35;5;114;蛤蟆山岳;0;0;0;0;0;0;0;0;0;0
0;2;2;143;5;229;封印之塔地下;0;0;0;0;0;0;0;0;0;0
0;2;2;601;3;700;水晶洞穴;0;0;0;0;0;0;0;0;0;0
0;2;2;34;5;113;蛤蟆森林;0;0;0;0;0;0;0;0;0;0
0;2;2;118;15;201;秘密藏书库;0;0;21;0;0;0;0;0;0;5000000
0;2;2;744;15;199;遗忘花园;0;0;20;0;0;0;0;0;0;3500000
0;2;3;437;5;304;珊瑚森林;0;0;19;0;0;0;0;0;0;100000000
0;2;2;602;5;702;宝库洞穴;0;0;0;0;0;0;0;0;0;0
0;2;3;37159;0;159;斗兽场 中级战场;0;0;0;0;0;0;0;0;0;0
0;2;2;124;5;209;星之峭壁;0;0;0;0;0;0;0;0;0;0
1;24;3;90061;1;955;无尽繁星大厅;0;0;0;0;0;0;0;0;0;0
0;3;3;518000;0;682;探险家神殿;0;0;0;0;0;0;0;0;0;0
0;2;3;275;1;361;藏宝洞穴;0;0;0;0;0;0;0;0;0;0
0;2;3;436;5;974;火山超能场;0;0;18;0;0;0;0;0;0;100000000
0;2;2;125;5;211;星之摇篮;0;0;17;0;0;0;0;0;0;700000
0;2;1;41;5;139;不知名的世界;0;0;16;0;0;0;0;0;0;150000
0;2;1;63;5;144;地狱之门;0;0;15;0;0;0;0;0;0;150000
0;3;3;801;0;705;通天塔;0;0;0;0;0;0;0;0;0;0
0;2;1;14;5;88;瓦尔哈拉;0;0;14;0;0;0;0;0;0;500000
1;24;3;90064;3;961;深层混乱世界;0;0;0;0;0;0;0;0;0;0
1;24;3;90063;1;960;混乱世界;0;0;0;0;0;0;0;0;0;0
0;2;1;38;5;132;精灵城;0;0;12;0;0;0;0;0;0;150000
0;2;1;39;5;135;黑暗塔城;0;0;13;0;0;0;0;0;0;150000
0;2;1;40;5;138;空中楼阁;0;0;11;0;0;0;0;0;0;150000
0;2;1;13;5;82;齐麦罗研究所;0;0;10;0;0;0;0;0;0;300000
0;2;1;10;5;65;早已冷却的心脏;0;0;9;0;0;0;0;0;0;100000
0;2;2;5;5;60;极地迷宫;0;0;8;0;0;0;0;0;0;200000
0;2;2;12;5;83;领主房间;0;0;7;0;0;0;0;0;0;80000
0;2;1;7;5;62;哥特房屋;0;0;6;0;0;0;0;0;0;60000
0;2;2;11;5;45;幽灵船长船室;0;0;5;0;0;0;0;0;0;80000
0;2;1;9;5;64;金字塔;0;0;4;0;0;0;0;0;0;80000
0;2;3;37158;0;158;斗兽场 初级战场;0;0;0;0;0;0;0;0;0;0
0;2;1;8;5;63;十六的月;0;0;3;0;0;0;0;0;0;50000
0;2;1;6;5;61;香格里拉;0;0;2;0;0;0;0;0;0;60000
0;2;1;4;5;52;蛇龙之巢;0;0;1;0;0;0;0;0;0;50000
0;3;3;15;1;96;怪物大厦;0;0;0;0;0;0;0;0;0;0
3;25;0;999002;10;382;奈落·珊瑚之歌;0;0;0;0;0;0;0;0;0;0
3;25;0;999003;10;374;奈落·冰淇淋庭院;0;0;0;0;0;0;0;0;0;0
3;25;0;999004;10;334;奈落·破坏之城;0;0;0;0;0;0;0;0;0;0
3;25;0;999007;10;418;奈落·神树拉菲尔;0;0;0;0;0;0;0;0;0;0
3;25;0;999006;10;432;奈落·魔法学院主楼;0;0;0;0;0;0;0;0;0;0
3;25;0;999001;10;384;奈落·冰封雪域;0;0;0;0;0;0;0;0;0;0
3;25;0;999005;10;52;奈落·蛇龙之巢;0;0;0;0;0;0;0;0;0;0
